experiment,seed,control,treatment,difference_treatment_minus_control,primary_metric,direction
dream_consolidation,31177,1042.0,121.0,-921.0,retained_records,less
dream_consolidation,31230,1087.0,121.0,-966.0,retained_records,less
dream_consolidation,31283,999.0,123.0,-876.0,retained_records,less
dream_consolidation,31336,1065.0,123.0,-942.0,retained_records,less
dream_consolidation,31389,984.0,122.0,-862.0,retained_records,less
dream_consolidation,31442,972.0,121.0,-851.0,retained_records,less
dream_consolidation,31495,959.0,120.0,-839.0,retained_records,less
dream_consolidation,31548,955.0,123.0,-832.0,retained_records,less
dream_consolidation,31601,1047.0,121.0,-926.0,retained_records,less
dream_consolidation,31654,1025.0,120.0,-905.0,retained_records,less
dream_consolidation,31707,1035.0,120.0,-915.0,retained_records,less
dream_consolidation,31760,972.0,121.0,-851.0,retained_records,less
dream_consolidation,31813,1028.0,120.0,-908.0,retained_records,less
dream_consolidation,31866,1050.0,122.0,-928.0,retained_records,less
dream_consolidation,31919,1043.0,121.0,-922.0,retained_records,less
dream_consolidation,31972,1049.0,123.0,-926.0,retained_records,less
dream_consolidation,32025,1044.0,120.0,-924.0,retained_records,less
dream_consolidation,32078,1012.0,120.0,-892.0,retained_records,less
dream_consolidation,32131,1033.0,120.0,-913.0,retained_records,less
dream_consolidation,32184,1019.0,121.0,-898.0,retained_records,less
dream_consolidation,32237,1033.0,122.0,-911.0,retained_records,less
dream_consolidation,32290,1023.0,120.0,-903.0,retained_records,less
dream_consolidation,32343,1018.0,122.0,-896.0,retained_records,less
dream_consolidation,32396,1016.0,120.0,-896.0,retained_records,less
dream_consolidation,32449,1011.0,121.0,-890.0,retained_records,less
dream_consolidation,32502,1001.0,122.0,-879.0,retained_records,less
dream_consolidation,32555,1034.0,122.0,-912.0,retained_records,less
dream_consolidation,32608,1017.0,122.0,-895.0,retained_records,less
dream_consolidation,32661,1026.0,120.0,-906.0,retained_records,less
dream_consolidation,32714,1028.0,120.0,-908.0,retained_records,less
dream_consolidation,32767,1008.0,122.0,-886.0,retained_records,less
dream_consolidation,32820,993.0,121.0,-872.0,retained_records,less
dream_consolidation,32873,991.0,121.0,-870.0,retained_records,less
dream_consolidation,32926,1072.0,121.0,-951.0,retained_records,less
dream_consolidation,32979,979.0,121.0,-858.0,retained_records,less
dream_consolidation,33032,1058.0,120.0,-938.0,retained_records,less
dream_consolidation,33085,1039.0,120.0,-919.0,retained_records,less
dream_consolidation,33138,996.0,121.0,-875.0,retained_records,less
pad_risk,30011,0.03888888888888889,0.013333333333333334,-0.025555555555555554,unsafe_action_rate,less
pad_risk,30064,0.042222222222222223,0.016666666666666666,-0.025555555555555557,unsafe_action_rate,less
pad_risk,30117,0.04555555555555556,0.016666666666666666,-0.02888888888888889,unsafe_action_rate,less
pad_risk,30170,0.04,0.021111111111111112,-0.01888888888888889,unsafe_action_rate,less
pad_risk,30223,0.052222222222222225,0.01888888888888889,-0.03333333333333334,unsafe_action_rate,less
pad_risk,30276,0.04666666666666667,0.017777777777777778,-0.02888888888888889,unsafe_action_rate,less
pad_risk,30329,0.043333333333333335,0.023333333333333334,-0.02,unsafe_action_rate,less
